gene	Chromosome	Start	End	Strand	ecto	endo	meso	set
Olfr1355	10	78875549	78880106	+	-5.5909677	-7.084636	-8.7078285	DifEc
Elane	10	79886312	79888216	+	-5.5909677	-7.084636	-8.7078285	DifEc
Onecut3	10	80494835	80517276	+	-2.221734	-5.932633	-8.7078285	DifEc
Atcay	10	81204508	81230833	-	2.6882558	-5.3476706	-4.307898	DifEc
Celf5	10	81459227	81482709	-	2.686707	0.8355512	-1.2429427	DifEc
Usp44	10	93831555	93848524	+	5.3929753	3.7503614	2.6511889	DifEc
Syt1	10	108497650	109010982	-	1.5210371	0.17589137	-2.129561	DifEc
4933416C03Rik	10	116111664	116113917	-	-2.5320742	-7.084636	-8.7078285	DifEc
Dgka	10	128720141	128744056	-	3.9674525	2.7556174	1.2974839	DifEc
Olfr794	10	129570657	129571619	+	-5.1759305	-7.084636	-8.7078285	DifEc
Vmn2r84	10	130385316	130394241	-	-5.5909677	-7.084636	-8.7078285	DifEc
Nipsnap1	11	4873951	4894200	+	7.2579155	6.702518	5.431527	DifEc
Nefh	11	4938754	4948064	-	1.8013495	-0.27442166	-3.2338974	DifEc
Zmiz2	11	6389074	6406158	+	5.2382264	4.602156	3.519319	DifEc
Gm12063	11	24076559	24077367	+	-5.1759305	-7.084636	-8.555826	DifEc
4933430M04Rik	11	24481909	24569952	+	-1.0261832	-7.084636	-8.7078285	DifEc
Gm12100	11	30750832	30756147	+	-0.38151458	-2.762708	-6.9708633	DifEc
Gabrg2	11	41910195	42000857	-	-1.8183784	-6.932633	-8.7078285	DifEc
Gabrb2	11	42419757	42629028	+	-0.33044037	-5.3476706	-5.9708633	DifEc
Cyfip2	11	46193850	46312859	-	5.124422	4.391547	2.6627376	DifEc
Olfr1391	11	49327411	49328348	+	-1.6213417	-7.084636	-8.7078285	DifEc
Olfr1381	11	49551749	49552684	+	-5.5909677	-7.084636	-8.7078285	DifEc
Gm12198	11	50599298	50602448	-	-2.1315362	-7.084636	-8.7078285	DifEc
Gm12233	11	55137044	55140193	+	-3.4754908	-7.084636	-8.7078285	DifEc
4933424L21Rik	11	57623698	57649494	-	-3.2690396	-7.084636	-8.7078285	DifEc
Olfr331	11	58501598	58502572	-	-5.5909677	-7.084636	-8.7078285	DifEc
Olfr318	11	58720069	58721094	-	-5.1759305	-7.084636	-8.7078285	DifEc
Gjc2	11	59175568	59183213	-	0.17279768	-3.4732013	-5.5558257	DifEc
Rnf112	11	61448442	61454131	-	-0.60607475	-3.762708	-6.9708633	DifEc
Gm12292	11	64840600	64843753	-	-2.221734	-7.084636	-8.7078285	DifEc
1700086D15Rik	11	65151910	65159891	-	-2.7164989	-4.610705	-8.7078285	DifEc
1700067G03Rik	11	69294151	69295477	+	-5.5909677	-7.084636	-8.7078285	DifEc
Fgf11	11	69796068	69801857	-	0.15498649	-2.1252782	-4.970863	DifEc
Tmem95	11	69876684	69878018	-	-5.1759305	-7.084636	-8.555826	DifEc
Alox12	11	70241457	70255353	-	1.2120868	-2.8451703	-4.307898	DifEc
Eno3	11	70657202	70662513	+	5.6894164	4.2835064	3.9327674	DifEc
Wscd1	11	71749920	71789647	+	3.6070678	0.4072169	-2.327007	DifEc
Zfp616	11	74069955	74087292	+	-1.503505	-7.084636	-8.7078285	DifEc
Pipox	11	77880615	77894096	-	4.2814503	2.1521752	-0.18078627	DifEc
Ccl2	11	82035571	82037453	+	-1.7496656	-7.084636	-8.7078285	DifEc
Slfn3	11	83191330	83215154	+	0.22494905	-7.084636	-8.7078285	DifEc
1700109G15Rik	11	84716976	84720432	-	-2.590968	-7.084636	-8.7078285	DifEc
Sept4	11	87568903	87590539	+	2.1816213	-0.9553532	-0.85538596	DifEc
Car10	11	93098028	93601749	+	1.2292111	-2.5403156	-2.4683628	DifEc
Gm11515	11	95223290	95225632	-	-5.5909677	-7.084636	-8.7078285	DifEc
Gm11538	11	96203454	96205480	+	-3.2690396	-7.084636	-8.7078285	DifEc
Sp6	11	97013394	97024734	+	3.3338444	1.7112231	0.49402288	DifEc
Gm11532	11	97020508	97026248	-	3.3348336	1.7608538	0.4858335	DifEc
Tcap	11	98383811	98384953	+	-5.5909677	-7.084636	-8.7078285	DifEc
Pnmt	11	98386450	98388181	+	0.14599773	-2.0746522	-4.0322638	DifEc
Csf3	11	98701263	98703629	+	-5.5909677	-7.084636	-8.7078285	DifEc
Krtap4-2	11	99634114	99635084	-	-4.854002	-7.084636	-8.7078285	DifEc
Mpp3	11	101999652	102028461	-	3.4137208	1.6967236	-0.07200987	DifEc
Kcnh6	11	106008124	106034549	+	1.8352966	-1.1252782	-1.5671409	DifEc
Cacng5	11	107874605	107915055	-	-1.1759304	-7.084636	-6.9708633	DifEc
Gm11697	11	109936316	109938135	+	-4.1759305	-6.932633	-8.7078285	DifEc
Hn1	11	115497353	115514387	-	8.653842	8.366968	8.094848	DifEc
Trim65	11	116121846	116131128	-	2.4332483	0.9500099	-0.78764135	DifEc
Gm11754	11	119106328	119111425	-	-5.5909677	-7.084636	-8.7078285	DifEc
Aatk	11	120007313	120047167	-	-1.3179495	-7.084636	-8.7078285	DifEc
Gm12590	11	121882333	121883863	-	-5.1759305	-7.084636	-8.7078285	DifEc
Dtnb	12	3572381	3781796	+	5.3884573	4.134801	4.128704	DifEc
Mboat2	12	24831599	24960301	+	6.404328	5.8369985	5.515888	DifEc
Id2	12	25093801	25096092	-	7.956529	6.4537687	5.467409	DifEc
Myt1l	12	29528384	29923209	+	2.0955327	-0.5750811	-2.0639725	DifEc
Ferd3l	12	33928425	33929310	+	-4.1759305	-7.084636	-8.7078285	DifEc
Dgkb	12	37880705	38633410	+	1.6913484	-2.1777456	-3.3859005	DifEc
Coch	12	51593341	51605773	+	4.229211	2.3937964	2.3888865	DifEc
Clec14a	12	58264720	58269258	-	-1.783613	-6.932633	-8.7078285	DifEc
Tmem229b	12	78961795	79007627	-	1.7518474	-3.0257423	-6.2338977	DifEc
AC160131.1	12	103314959	103317065	+	0.033522986	-7.084636	-8.7078285	DifEc
Ckb	12	111669355	111672338	-	6.8589544	5.339122	4.953331	DifEc
Gm20658	12	116102769	116138648	-	-5.5909677	-7.084636	-8.555826	DifEc
Rapgef5	12	117516479	117756978	+	5.7322745	2.1468518	0.36898687	DifEc
Sp8	12	118846329	118852578	+	7.288424	5.697179	5.1689014	DifEc
Akr1c6	13	4434306	4457530	+	-5.5909677	-7.084636	-8.7078285	DifEc
Hecw1	13	14226438	14523226	-	2.34567	-1.2047126	-2.327007	DifEc
Gpx6	13	21312217	21319624	+	-0.74966574	-7.084636	-8.7078285	DifEc
Scgn	13	23953456	23991214	-	0.081457436	-4.932633	-5.3859005	DifEc
Prl3b1	13	27242430	27249679	+	-5.1759305	-7.084636	-8.7078285	DifEc
Sema4d	13	51701246	51793747	-	4.5756135	3.3069654	2.3495612	DifEc
Ntrk2	13	58806596	59133970	+	2.6913483	1.3341535	0.16868818	DifEc
Cts3	13	61564631	61570127	-	-5.1759305	-7.084636	-8.7078285	DifEc
2010111I01Rik	13	63014934	63326096	+	5.3206735	4.398844	3.6398542	DifEc
4932441B19Rik	13	65033058	65038004	+	-1.783613	-7.084636	-8.7078285	DifEc
Ssbp2	13	91460283	91703429	+	5.2061534	4.0259194	3.5782797	DifEc
Acot12	13	91741512	91786148	+	-5.5909677	-7.084636	-8.7078285	DifEc
Mtap1b	13	99421464	99516602	-	7.5831776	5.89153	5.6764455	DifEc
2410002O22Rik	13	104142149	104178469	-	7.433941	6.720212	6.653437	DifEc
Gm10340	14	3133997	3141609	+	-5.1759305	-6.932633	-8.7078285	DifEc
E130203B14Rik	14	32856756	32939487	+	0.14599773	-7.084636	-8.555826	DifEc
Gm7945	14	41381628	41386379	-	-5.5909677	-7.084636	-8.7078285	DifEc
Gm8122	14	43229832	43235304	-	-5.5909677	-7.084636	-8.7078285	DifEc
Gm8220	14	44285580	44291068	+	-5.5909677	-7.084636	-8.7078285	DifEc
Gm17093	14	44518276	44523444	+	-5.5909677	-7.084636	-8.555826	DifEc
Otx2	14	48657679	48667644	-	6.8431387	6.5706954	6.0597467	DifEc
A930018M24Rik	14	50895942	50897456	-	-4.1759305	-7.084636	-8.7078285	DifEc
Olfr750	14	51070311	51071442	-	-3.2690396	-7.084636	-8.7078285	DifEc
Ang4	14	51763878	51773590	-	-4.854002	-7.084636	-8.7078285	DifEc
Ndrg2	14	51905271	51913488	-	5.120699	3.0813873	2.7027404	DifEc
Sall2	14	52311172	52328762	-	5.749068	4.0439315	3.7053878	DifEc
Jub	14	54567469	54577661	-	7.1397853	6.702065	6.555555	DifEc
Jph4	14	55106830	55116935	-	3.523642	0.98623013	-1.5558256	DifEc
Tdh	14	63492347	63509092	-	6.374576	4.0150037	1.9199078	DifEc
Gm17232	14	63493699	63499872	+	1.7128129	-0.37804428	-2.7484708	DifEc
Mtmr9	14	63523616	63543953	-	5.0958242	4.423269	3.668779	DifEc
Rp1l1	14	63992431	64033504	+	-1.503505	-7.084636	-8.7078285	DifEc
Stmn4	14	66344296	66361680	+	-0.4077461	-7.084636	-6.5558257	DifEc
Synb	14	69289344	69294299	-	-5.1759305	-7.084636	-8.7078285	DifEc
Tnfsf11	14	78277445	78308043	-	1.2034479	-4.125278	-3.5558255	DifEc
Abcc4	14	118482692	118706219	-	3.7518475	2.5451252	0.8407791	DifEc
Slc1a3	15	8634124	8710764	-	6.170029	4.036753	3.3367174	DifEc
Cdh9	15	16778101	16857094	+	1.442455	-5.932633	-8.555826	DifEc
Cdh18	15	22549022	23474418	+	-1.503505	-4.3476706	-8.555826	DifEc
Myo10	15	25622525	25813673	+	6.6373496	6.219969	5.668402	DifEc
Dcstamp	15	39745932	39760934	+	-3.2690396	-7.084636	-8.7078285	DifEc
Samd12	15	53461621	53902537	-	1.3476316	-1.1777456	-2.6250882	DifEc
Mtss1	15	58941244	59082026	-	6.0336747	5.024106	4.1982265	DifEc
Naprt1	15	75890964	75894481	-	4.1739035	2.889141	0.8891892	DifEc
Foxred2	15	77940522	77956722	-	4.295745	2.237292	2.1532583	DifEc
Cbx6	15	79823896	79834688	-	5.0549903	4.0417814	3.3800762	DifEc
Apobec3	15	79891659	79915906	+	5.1513414	4.320032	3.581806	DifEc
Mei1	15	82069996	82126814	+	-0.59096795	-3.2321935	-5.096394	DifEc
Cyp2d34	15	82615965	82620907	-	-4.854002	-7.084636	-8.7078285	DifEc
Mapk12	15	89130585	89140703	-	4.990546	4.1699986000000004	2.0187678	DifEc
Lrrk2	15	91673175	91816120	+	3.9738166	1.900257	0.021603225	DifEc
Rapgef3	15	97744770	97767972	-	1.6021467	-0.8665439	-3.0963938	DifEc
Dhh	15	98893031	98898540	-	-0.74966574	-7.084636	-8.7078285	DifEc
Faim2	15	99497005	99528017	-	0.46792576	-1.9784368	-4.970863	DifEc
Krt6a	15	101689932	101694307	-	-5.5909677	-6.932633	-8.7078285	DifEc
Ifitm7	16	13981702	13986855	-	2.7695136	0.36198765	0.047800727	DifEc
2900011O08Rik	16	13986604	14101500	+	6.3738537	2.6635568	2.6855617	DifEc
Arvcf	16	18348182	18407076	+	5.618688	5.2344713	4.2171073	DifEc
Ostn	16	27307489	27351212	+	-1.8183784	-7.084636	-8.7078285	DifEc
Tfrc	16	32608920	32632794	+	7.6942415	7.351106	6.930381	DifEc
Parp14	16	35832874	35871544	-	0.72493637	-1.610705	-3.9119694	DifEc
Gm10237	16	35920461	35920733	+	-5.1759305	-7.084636	-8.555826	DifEc
Dtx3l	16	35926511	35939151	-	4.7040358	3.1035404	2.1095102	DifEc
Parp9	16	35938470	35972605	+	3.4543366	1.7148253	-0.32700697	DifEc
Gm15713	16	43410518	43420196	-	-1.6840774	-7.084636	-8.7078285	DifEc
Cd96	16	46035657	46120251	-	-5.1759305	-7.084636	-8.7078285	DifEc
Olfr191	16	59085552	59086481	-	-2.1759305	-7.084636	-8.7078285	DifEc
Cxadr	16	78301496	78359785	+	7.1452227	6.7882524	6.3588395	DifEc
Adamts5	16	85858170	85901125	-	-0.33044037	-4.3476706	-4.648935	DifEc
Slc22a3	17	12419972	12507704	-	-0.800891	-5.3476706	-8.555826	DifEc
Vmn2r-ps128	17	22916878	22932941	-	-3.3685756	-7.084636	-8.7078285	DifEc
Zscan10	17	23600856	23611019	+	7.151973	6.7270284	6.455882	DifEc
Kremen2	17	23741200	23745829	-	1.4606942	-1.1777456	-2.001237	DifEc
Prss21	17	23868056	23873114	+	-4.854002	-7.084636	-8.7078285	DifEc
Syngr3	17	24685092	24689955	-	3.3622584	0.8552695	-0.27505487	DifEc
Rgs11	17	26202951	26211324	+	2.6152325	1.281686	-0.11288214	DifEc
Grm4	17	27422387	27513341	-	-0.38151458	-4.932633	-7.5558257	DifEc
Lhfpl5	17	28575718	28583593	+	0.96872777	-4.932633	-8.555826	DifEc
Abcg1	17	31057698	31115777	+	4.9194665	3.3235757	0.6090813	DifEc
Pde9a	17	31386234	31476310	+	2.8268845	1.6447958	0.032889027	DifEc
Cbs	17	31612623	31637199	-	5.239019	3.6976342	2.7984238	DifEc
A530088E08Rik	17	32403006	32404698	+	-1.928003	-7.084636	-8.7078285	DifEc
Btnl7	17	34532877	34547651	-	-5.5909677	-7.084636	-8.7078285	DifEc
H2-D1	17	35262730	35267499	+	5.252953	3.5948439	2.449097	DifEc
H2-Q6	17	35424850	35430055	+	2.1527445	0.5431003	-0.6916394	DifEc
H2-Q10	17	35470089	35474563	+	0.59225386	-1.6472309	-4.855386	DifEc
Sfta2	17	35601549	35650571	+	-4.854002	-7.084636	-8.7078285	DifEc
Gm20478	17	36167982	36171805	+	-5.5909677	-7.084636	-8.7078285	DifEc
H2-T3	17	36185572	36190287	-	-4.854002	-7.084636	-8.7078285	DifEc
H2-M10.5	17	36772910	36776234	+	-5.1759305	-7.084636	-8.7078285	DifEc
Olfr91	17	37092934	37093872	-	-1.4754908	-7.084636	-8.7078285	DifEc
Olfr136	17	38335159	38336097	+	-1.8183784	-7.084636	-8.7078285	DifEc
Gm20579	17	39406359	39410992	+	-5.5909677	-7.084636	-8.7078285	DifEc
Slc22a7	17	46432185	46438477	-	0.14599773	-3.125278	-4.233897	DifEc
Ttbk1	17	46442448	46487675	-	1.3437058	-2.4732015	-3.6978447	DifEc
Trem2	17	48346401	48354147	+	-1.44801	-7.084636	-8.7078285	DifEc
Fsd1	17	55986511	55996881	+	5.168088	4.0353136	3.1511018	DifEc
2610034M16Rik	17	58878808	58991375	-	1.5451686	-5.3476706	-8.7078285	DifEc
Gm15641	17	71716849	71717817	-	-3.4754908	-7.084636	-8.7078285	DifEc
Gm16391	17	76284415	76284861	-	-4.854002	-7.084636	-8.7078285	DifEc
Calm2	17	87433412	87446935	-	10.43353	10.069116	9.8511305	DifEc
Msh6	17	87975050	87990883	+	7.9850836	7.0963087	7.1855364	DifEc
Chst9	18	15451924	15760157	-	-0.25706717	-7.084636	-5.9708633	DifEc
Klhl14	18	21550377	21654718	-	2.754807	1.3802497	-0.78764135	DifEc
Lims2	18	31931507	31958619	+	-2.2690399	-6.932633	-8.7078285	DifEc
Jakmip2	18	43531408	43687773	-	4.4902935	2.6542068	1.3837535	DifEc
Sema6a	18	47235598	47368870	-	6.7369585	6.383224	5.5320516	DifEc
Slc6a7	18	60995381	61014199	-	-1.5320742	-4.932633	-8.7078285	DifEc
Grp	18	65872820	65886578	+	1.5383149	-4.3476706	-5.096394	DifEc
Slmo1	18	67464849	67480581	+	5.0722938	2.6466827	2.8855624	DifEc
Hsbp1l1	18	80229758	80247102	-	-0.026183276	-1.5063684	-3.970863	DifEc
Slc25a45	19	5877808	5885766	+	-3.3685756	-6.932633	-8.7078285	DifEc
Cdca5	19	6084983	6091777	+	7.0165167	6.1405044	6.2898602	DifEc
1700123I01Rik	19	6184388	6224225	+	-4.854002	-7.084636	-8.7078285	DifEc
Rps6ka4	19	6829085	6840601	-	3.900217	1.9682338	1.1394026	DifEc
Pla2g16	19	7557459	7588545	+	4.6549807	3.2397945	2.4406478	DifEc
Gng3	19	8836929	8839246	-	6.291038	4.1151724	4.4798326	DifEc
Lrrn4cl	19	8850785	8853909	+	-0.39457068	-2.8451703	-4.648935	DifEc
AC129217.1	19	8883930	8887258	+	-5.1759305	-7.084636	-8.7078285	DifEc
Cd6	19	10789341	10830058	-	1.299803	-2.2887769	-2.6978445	DifEc
Zp1	19	10914287	10920632	-	-1.8540022	-7.084636	-8.7078285	DifEc
Fam111a	19	12545740	12589768	+	5.3910747	4.3247547	3.953702	DifEc
Prune2	19	16956118	17223932	+	5.8965373	4.5257735	2.5862815	DifEc
Trpm3	19	22139119	22989884	+	-0.056989376	-2.5403156	-3.9119694	DifEc
Pgm5	19	24683016	24861855	-	-0.03637909	-3.4732013	-4.748471	DifEc
Kcnv2	19	27322588	27337179	+	-4.3685756	-7.084636	-8.7078285	DifEc
Pten	19	32757497	32826160	+	7.790304	6.6518598	6.6062903	DifEc
Lipn	19	34067358	34084918	+	-4.3685756	-7.084636	-8.7078285	DifEc
Ide	19	37268743	37337852	-	7.7657137	7.282672	6.7758613	DifEc
O3far1	19	38097079	38114263	+	-2.1315362	-4.610705	-8.7078285	DifEc
Pkd2l1	19	44147637	44192442	-	-1.2451931	-6.932633	-8.7078285	DifEc
Gm20424	19	45154057	45159304	-	-5.5909677	-7.084636	-8.7078285	DifEc
Ina	19	47014698	47025327	+	6.8629885	6.2045183	5.971224	DifEc
Gm16068	19	47606144	47617106	-	-4.854002	-7.084636	-8.7078285	DifEc
Tfe3	X	7762560	7775202	+	6.416176	4.493632	4.587398	DifEc
Pim2	X	7878262	7883432	+	9.978848	6.3411627	5.1587415	DifEc
Glod5	X	8004200	8018492	-	1.4787056	0.03315125	-2.3660011	DifEc
4930402K13Rik	X	9104562	9106342	+	-5.5909677	-7.084636	-8.7078285	DifEc
Xk	X	9272756	9313250	+	2.4982617	1.0389105	-0.96336854	DifEc
Gm14635	X	12339782	12354996	-	-4.854002	-6.932633	-8.7078285	DifEc
Igsf1	X	49782536	49797749	-	4.182721	2.7781734	1.6536278	DifEc
1700013H16Rik	X	53742901	53757831	-	4.838439	3.8577154	2.3918111	DifEc
Mtap7d3	X	56797858	56822326	-	6.055891	2.97726	2.8170393	DifEc
Mcf2	X	60055956	60179089	-	5.3286405	0.9065707	-1.2704234	DifEc
Sox3	X	60891370	60893430	-	2.929978	-0.24613252	-2.4060786	DifEc
Ctag2	X	65047644	65049014	+	-5.5909677	-7.084636	-8.7078285	DifEc
Gabra3	X	72432681	72656848	-	4.4452057	2.705803	1.4483949	DifEc
Pdzd4	X	73793359	73824969	-	6.6790357	4.2497616	3.385589	DifEc
Gm14817	X	73795215	73797616	+	3.0931964	0.98623013	0.14461406	DifEc
Olfr1326-ps1	X	74570639	74571574	-	-3.0060053	-4.610705	-8.7078285	DifEc
Vbp1	X	75514299	75534942	+	8.722955	8.366718	8.108844	DifEc
Nr0b1	X	86191764	86195947	+	2.2142384	-4.610705	-4.855386	DifEc
4932442L08Rik	X	94355053	94366777	-	-1.44801	-4.3476706	-8.7078285	DifEc
Gdpd2	X	100729873	100738895	+	2.6569595	0.12264934	-3.1982737	DifEc
Gm14866	X	100736983	100740929	-	1.4929546	-2.8451703	-4.163508	DifEc
Slc7a3	X	101079210	101086020	-	8.060233	3.869883	3.3210752	DifEc
Lpar4	X	106920625	106933900	+	6.9756413	5.49232	5.412391	DifEc
Itm2a	X	107397099	107403376	-	6.037478	5.3081584	3.8588598	DifEc
Armcx1	X	134717963	134721917	+	5.7283278	5.1253586	4.580204	DifEc
Irs4	X	141710998	141725263	-	3.6257777	1.9065708	-0.3366571	DifEc
Chrdl1	X	143285674	143394262	-	3.8084881	1.7503616	0.8871179	DifEc
Alg13	X	144317812	144374450	+	7.213029	6.195845	5.7644815	DifEc
Gm15070	X	144456581	144477066	+	-1.0884675	-4.125278	-6.9708633	DifEc
Ptchd1	X	155573455	155623814	-	2.2120867	-2.6107051	-3.0322635	DifEc
Glra2	X	165129017	165327393	-	-0.90914387	-6.932633	-6.9708633	DifEc
4933400A11Rik	X	169776257	169779635	-	-3.3685756	-7.084636	-8.7078285	DifEc
