Row	chr	starts	ends	strand	ecto	endo	meso	Var8
Foxn3	12	99450111	99194980	0	2.8827958	2.1615293	2.899905	12679
Ifi27l2a	12	103443680	103442167	0	2.049679	2.0685225	0.46845725	12714
Atg2b	12	105685241	105613539	0	0.7354013	0.67804754	0.7238886	12753
Ccnk	12	108179738	108203359	1	3.8183653	3.7911758	3.8287404	12760
Zfp386	12	116047724	116060592	1	4.9562817	4.7072787	4.9690275	12828
Ncapg2	12	116405402	116463531	1	3.7775667	3.9547143	3.9538958	12832
BC016423	13	3611108	3566036	0	3.7647333	3.4423988	3.7725422	12844
Lyst	13	13590409	13777440	1	-2.0735548	-2.0654216	-2.6575472	12884
B3galnt2	13	13954674	13999068	1	3.6992705	3.7858536	3.7770596	12886
Pou6f2	13	18382041	18121101	0	-5.3637214	-8.285377	-5.2988935	12900
Trim27	13	21179445	21194724	1	5.393141	4.82737	5.384965	12910
Hist1h2ak	13	21753907	21753395	0	0.50941515	0.17211463	0.52028006	12925
Hist1h3e	13	23562369	23561534	0	0.5053106	0.52415407	-0.2740607	12980
Hist1h1a	13	23763668	23764414	1	0.13719067	0.156034	-0.83545613	13001
Dcdc2a	13	25056004	25210706	1	-1.8758506	-1.855682	-10.503001	13019
Riok1	13	38036989	38061433	1	3.8190134	4.012891	4.006262	13100
Hivep1	13	42052021	42185026	1	-0.006589752	-0.033106912	-0.3076197	13122
Omd	13	49582766	49592609	1	-0.15851042	-0.16566235	-0.3385993	13165
Mxd3	13	55329758	55325168	0	4.1977825	4.235933	4.2333417	13212
Gkap1	13	58274188	58233351	0	1.0584896	1.039933	0.37328258	13249
Hnrnpk	13	58403343	58391142	0	8.5135975	8.466915	8.509415	13251
Zfp738	13	67687071	67667437	0	1.9552763	1.9336128	1.7191216	13322
Mtrr	13	68582121	68560780	0	2.6717446	2.2974353	2.6635504	13327
Cetn3	13	81783292	81797143	1	7.7094793	7.7064433	7.5755143	13385
Zcchc9	13	91807705	91796533	0	2.3969827	2.6138165	2.599565	13401
Pdhb	14	8172992	8165991	0	6.8602924	6.6382318	6.8594966	13561
Ap3m1	14	21052508	21031442	0	3.8392904	3.8522198	3.5647335	13614
Polr3a	14	24487046	24448694	0	2.8184962	2.6965075	2.8033736	13625
Duxbl	14	25978577	25990088	1	-5.362943	-4.8846684	-4.9141264	13634
Arhgef3	14	27238039	27403904	1	-3.0000715	-7.4286876	-3.0341187	13651
Eaf1	14	31495079	31509858	1	2.8847446	3.115809	3.100769	13690
Timm23	14	32201898	32180162	0	6.573759	5.7190156	6.5701184	13699
Zfp488	14	33978764	33967070	0	-4.5582266	-7.539383	-4.4984517	13715
Ktn1	14	47663756	47736563	1	4.8715987	5.108509	5.109846	13776
Apex1	14	50924968	50927139	1	8.099527	7.3814073	8.100458	13791
Tox4	14	52279146	52296391	1	3.3315117	3.4603515	3.4439166	13825
Acin1	14	54686931	54642161	0	3.9039242	4.025456	4.0390377	13842
Serpine3	14	62663667	62692243	1	-3.2305472	-4.9221973	-3.2031941	13962
Kctd9	14	67715937	67742310	1	0.7842821	0.005077784	0.8068672	14016
Rhobtb2	14	69805530	69784990	0	0.33888146	-1.0362949	0.30648994	14034
Bin3	14	70100145	70138191	1	3.2545786	3.8050215	3.8055258	14037
Kbtbd7	14	79426511	79431039	1	0.062639914	0.72148716	0.7308088	14102
Elf1	14	79481194	79582476	1	-1.2873024	1.4786308	1.4782858	14105
Tdrd3	14	87416639	87545373	1	1.6136129	2.4416919	2.4504983	14112
Gpr180	14	118137127	118164232	1	4.334557	4.5370784	4.5491247	14149
Zfp622	15	25984366	25998482	1	3.9671843	3.4620218	3.9745324	14243
Eif3e	15	43282736	43250040	0	8.132917	7.8453045	8.127862	14309
Eny2	15	44428111	44437685	1	6.5759215	6.7127633	6.7179966	14314
Utp23	15	51877429	51884614	1	3.3466818	3.350501	3.3658507	14322
Slc52a2	15	76538943	76542130	1	3.10784	2.8188305	3.1161664	14463
Csnk1e	15	79443919	79417856	0	1.9564122	2.1608257	2.18387	14540
Rrp7a	15	83122801	83113433	0	4.7055535	4.4268837	4.7113576	14617
Cyb5r3	15	83172592	83153494	0	4.6740017	4.937864	4.9448075	14619
Smc1b	15	85131957	85064691	0	-2.372038	-2.4039576	-2.6849544	14644
Tubgcp6	15	89123087	89098357	0	1.2601306	1.2510948	1.0643066	14672
Prickle1	15	93595891	93499114	0	3.1344488	3.7639108	3.7570817	14710
Lmbr1l	15	98918231	98903921	0	2.211696	1.972888	2.191069	14757
Prph	15	99055174	99058978	1	-1.0979159	-1.085959	-1.9903923	14761
Pcbp2	15	102470632	102500059	1	5.9311724	5.8930845	5.941096	14857
Cpped1	16	11909445	11803721	0	1.1583271	1.1825706	0.6824714	14953
Vpreb1	16	16870843	16868402	0	-0.95891505	0.51935995	0.53356093	14983
Smpd4	16	17619354	17644828	1	3.5623362	3.1733902	3.5692222	15006
Lamp3	16	19706365	19653381	0	-1.1072347	-1.1314601	-1.4271035	15040
Rnf168	16	32277459	32301434	1	4.110165	4.1987615	4.2140646	15137
Lrch3	16	32914100	33015647	1	1.7519953	2.1816015	2.159245	15150
Nit2	16	57167332	57156671	0	5.3256617	5.203499	5.3183174	15284
Tmem30c	16	57292865	57266139	0	-4.9872174	-4.093905	-4.0723386	15286
Pros1	16	62854307	62929346	1	0.7262753	1.9411619	1.9527589	15303
Cggbp1	16	64851996	64859507	1	3.8846471	4.249415	4.2382236	15307
Tiam1	16	89980080	89787111	0	0.32198203	-0.40835118	0.32472733	15368
Gcfc1	16	91044543	91014037	0	2.9986227	3.000093	2.6915865	15377
Olig1	16	91269769	91271939	1	1.256367	1.2798196	-2.2491047	15379
Serac1	17	6079741	6042196	0	0.45134783	0.47448987	-0.54639	15447
Prr18	17	8340406	8344112	1	-1.581746	-7.4153457	-1.6215072	15471
Zfp229	17	21733724	21748968	1	1.2600355	1.2546501	0.54100275	15575
Zfp820	17	21845759	21816876	0	3.5379462	3.724792	3.740422	15576
Amdhd2	17	24163766	24155833	0	2.799042	3.2350886	3.223389	15625
Pgp	17	24470473	24471591	1	6.932271	6.077119	6.937018	15635
Fahd1	17	24850302	24848896	0	3.5958002	3.0470817	3.586086	15659
Eme2	17	24895087	24888486	0	2.5181634	2.5107331	2.4817822	15663
Gng13	17	25717171	25719406	1	2.5164657	2.529206	2.4738016	15691
Cuta	17	26939478	26937973	0	6.389544	6.387444	6.087082	15735
Wiz	17	32389401	32354055	0	1.4574534	1.4571058	0.8082494	15821
Hnrnpm	17	33686860	33646233	0	6.169727	6.0084987	6.1621885	15850
Rab11b	17	33760530	33745950	0	5.3928437	5.3226686	5.3975697	15852
Kifc1	17	33890661	33875666	0	3.703296	3.8087134	3.8157616	15858
Rdbp	17	34850391	34856372	1	5.147926	4.9709144	5.1439986	15908
Usp49	17	47630690	47686738	1	-1.3346516	-0.5758547	-0.5531931	16103
Ebi3	17	55952623	55957021	1	-3.0520315	-0.5319362	-0.5048108	16146
D17Wsu104e	17	56183920	56175744	0	5.269987	5.858704	5.858226	16161
Ranbp3	17	56673225	56711769	1	5.947418	5.5439434	5.943709	16176
Fbxl17	17	63500017	63057452	0	-1.0572933	-1.2570902	-1.0187128	16209
Foxn2	17	88440711	88490533	1	1.5926805	2.1249635	2.114546	16336
Svil	18	4920540	5119299	1	-0.33572742	-0.31475577	-0.9472248	16352
Kif5b	18	6242174	6201002	0	5.5691414	5.648216	5.648016	16356
Abhd3	18	10706771	10644411	0	0.58229464	0.6041915	-2.6880326	16374
Kctd1	18	15151446	14968685	0	-0.39821142	0.8099742	0.7828482	16393
Asxl3	18	22344883	22530227	1	-4.7205033	-4.304513	-4.3390713	16415
Mapre2	18	23752333	23893861	1	3.3143709	2.9888844	3.3330574	16418
Prelid2	18	41951194	41875696	0	5.4692054	5.459588	4.82214	16550
Commd10	18	46958862	47087992	1	4.279804	4.1612234	4.282368	16590
Dctn4	18	60526221	60558762	1	4.200542	4.02049	4.2137566	16630
Ablim3	18	61911852	61799395	0	-4.0145564	-4.038782	-9.641707	16654
Atp5a1	18	77773729	77782869	1	7.8467956	7.7295523	7.840856	16739
Adnp2	18	80151482	80126338	0	1.8825116	1.4350476	1.8725872	16747
Ndufs8	19	3912717	3908870	0	7.13222	7.0226936	7.1355352	16787
Rbm4b	19	4756525	4765938	1	3.4796324	3.6427188	3.6436343	16825
Pacs1	19	5273119	5133688	0	1.4734774	1.9437816	1.9245975	16848
Rela	19	5637483	5648130	1	2.9320886	2.9149687	2.2372715	16870
Mark2	19	7341860	7275396	0	1.0429556	1.1904968	1.2081782	16939
Ints5	19	8892987	8897890	1	3.753036	3.565693	3.7429094	16969
Sdhaf2	19	10525209	10500513	0	4.7085347	4.662379	4.7157083	16995
Mrpl16	19	11770415	11774944	1	5.1566567	4.7731695	5.1458955	17034
Ankrd1	19	36119844	36111965	0	-5.410726	-1.7308171	-1.7109472	17154
Fgfbp3	19	36919615	36917550	0	0.47595468	0.19934225	0.4960032	17159
Ide	19	37337852	37268743	0	5.268379	5.2629757	4.298557	17163
Rrp12	19	41896153	41862852	0	3.7840743	3.5023975	3.7849274	17212
Loxl4	19	42612813	42593982	0	-4.528402	-7.6615615	-4.568163	17229
Ndufb8	19	44555440	44548572	0	6.852106	6.540558	6.855152	17255
Kazald1	19	45075241	45079289	1	-2.0475957	-1.8621024	-1.8211713	17265
Fbxw4	19	45660312	45578254	0	-0.7710971	-3.1868312	-0.7797723	17270
Kcnip2	19	45816061	45791839	0	-1.0379887	-1.0423144	-2.329914	17274
Ldb1	19	46045214	46032593	0	2.0024025	2.2613394	2.268613	17276
Nolc1	19	46075863	46085528	1	6.3078127	5.339449	6.3069043	17278
Psd	19	46327156	46312087	0	-2.7482862	-7.3992944	-2.726095	17283
Usmg5	19	47090625	47083471	0	10.57852	10.761189	10.763023	17301
Sorcs1	19	50678646	50143301	0	-6.509618	-8.6427765	-6.4498425	17317
A630007B06Rik	19	56822190	56787481	0	2.2343175	2.2332013	1.917163	17344
Fam45a	19	60811585	60836227	1	2.7199662	2.711999	2.167805	17371
Suv39h1	66	8074760	8061171	0	3.9471881	3.6052382	3.951569	17412
Maoa	66	16619698	16687818	1	3.9975717	3.1733916	4.0029497	17466
Upf3b	66	37110322	37091678	0	4.93678	4.9417753	3.9285092	17515
Mcts1	66	38600578	38613426	1	5.6705976	5.401446	5.6699276	17558
Dcaf12l2	66	44368342	44365458	0	-2.5346665	-2.5709646	-3.2145314	17568
Aifm1	66	48513563	48474944	0	3.492385	3.0857081	3.5093448	17581
Rap2c	66	51018018	51003912	0	2.00438	3.301746	3.2937677	17592
Cxx1a	66	53643763	53642488	0	1.493609	1.4710486	1.17425	17607
Zfp275	66	73342621	73359080	1	2.7268543	2.798024	2.7853057	17674
Fam3a	66	74393272	74384719	0	1.2474741	0.6783082	1.2362709	17713
Ikbkg	66	74393290	74453854	1	1.9073035	1.9249657	1.4232002	17714
Tbl1x	66	77511013	77662983	1	4.6767144	4.8813624	4.8916507	17730
Pcyt1b	66	93654863	93749951	1	2.204263	2.1991463	0.5656169	17754
Fam123b	66	95444872	95420318	0	2.5178998	2.5566564	2.548632	17766
Efnb1	66	99136130	99148991	1	-0.9930591	2.8993902	2.9055438	17782
Chic1	66	103356476	103396092	1	0.8926215	0.84251744	0.89550483	17825
Abcb7	66	104413856	104280657	0	3.2281153	3.133279	3.2142086	17830
1700008I05Rik	66	135693790	135654698	0	-1.0551168	-1.0538889	-2.6057398	17914
Frmpd3	66	140367494	140394540	1	-6.115874	-7.3745646	-6.08852	17959
Tro	66	150657583	150645304	0	1.8456174	0.95557123	1.8611661	17994
Hsd17b10	66	152001845	152004442	1	5.6985207	5.9683075	5.9673467	18002
Kdm5d	666	897788	943811	1	-0.007238477	-1.1183311	-0.012694174	18100
