gene	Chromosome	Start	End	Strand	ecto	endo	meso	set
Arhgef16	4	154278486	154301676	-	1.9636209	4.168686	0.73419315	DifEn
Ttc34	4	154856200	154867125	+	-2.8540022	1.2322738	-4.3859005	DifEn
C030017K20Rik	4	155451570	155466530	+	-1.6523685	1.7362518	-3.7484708	DifEn
Tmem52	4	155469114	155470858	+	-7.327934	-0.20471267	-8.7078285	DifEn
A330021E22Rik	5	5579278	5664239	-	0.33976942	6.4921894	1.3160796	DifEn
Sri	5	8046078	8069379	+	4.956248	6.7529917	5.924838	DifEn
Gm17019	5	15028950	15032998	-	-7.327934	-4.125278	-8.7078285	DifEn
Ccdc146	5	21292961	21424677	-	-7.327934	5.071236	-5.748471	DifEn
Fbxl13	5	21483847	21645605	-	-7.327934	2.4424062	-4.163508	DifEn
Cnpy1	5	28200819	28245792	-	0.05288823	4.389295	-0.9119695	DifEn
Shh	5	28456815	28467101	-	-4.1759305	4.4580736	-6.2338977	DifEn
Rnf32	5	29195992	29225524	+	0.1816215	5.346107	1.3837535	DifEn
Ccdc164	5	30281388	30366708	+	0.7607075	6.213618	-1.8976141	DifEn
1700001C02Rik	5	30466047	30484088	+	-7.327934	0.75386745	-8.7078285	DifEn
Ift172	5	31253280	31291114	-	3.3996089	5.5810943	3.8614995	DifEn
Gckr	5	31297581	31327300	+	-2.421043	2.1495159	-3.9119694	DifEn
Ppp1cb	5	32458974	32517433	+	8.153095	9.471061	8.371629	DifEn
Mxd4	5	34173887	34187720	-	2.2977755	4.9671016	3.7579076	DifEn
Grk4	5	34660379	34755305	+	-2.421043	2.2247138	-0.2984378	DifEn
Lrpap1	5	35091490	35105766	-	6.9338183	8.407147	6.5093384	DifEn
Ablim2	5	35757880	35884973	+	-6.1759305	0.8155598	-1.6489351	DifEn
Ccdc96	5	36484588	36488171	+	0.4387794	5.053209	1.1720948	DifEn
Hs3st1	5	39613935	39755475	-	-2.421043	3.0403469	0.53693146	DifEn
Cpeb2	5	43233463	43289724	+	-3.716499	3.1468518	0.43852776	DifEn
Fgfbp1	5	43978865	43981762	-	1.2835011	4.8507743	1.1059525	DifEn
Slit2	5	47983155	48306282	+	2.0480711	6.12248	4.234523	DifEn
Slc34a2	5	53038082	53071664	+	-7.1759305	2.9081447	-2.4473011	DifEn
Rell1	5	63908896	63968905	-	4.006464	5.754305	4.4765644	DifEn
Chrna9	5	65934921	65977326	+	-2.1315362	5.700362	-1.855386	DifEn
Rbm47	5	66016549	66173117	-	2.8141737	7.0328803	3.2140121	DifEn
Nsun7	5	66259912	66298016	+	-1.1986505	3.160124	-3.855386	DifEn
Atp8a1	5	67618140	67847432	-	2.7339625	5.299788	2.8995016	DifEn
Corin	5	72300025	72504473	-	-7.1759305	1.6410141	-3.4683628	DifEn
Spata18	5	73651380	73679484	+	-4.3685756	3.5154831	-8.7078285	DifEn
Gm7271	5	76484331	76516584	+	-7.327934	-4.125278	-8.7078285	DifEn
Ugt2b34	5	86889767	86906937	-	-7.327934	-0.5232422	-8.7078285	DifEn
Afp	5	90490714	90508907	+	-4.3685756	7.334666	1.0045072	DifEn
Cxcl3	5	90786103	90788086	+	-7.327934	-3.2321935	-8.7078285	DifEn
Parm1	5	91517615	91626894	+	1.2711529	5.7669396	0.95394933	DifEn
Cdkl2	5	92006074	92043042	-	0.5789571	5.0021634	-0.07604538	DifEn
Cxcl9	5	92321331	92328079	-	-7.327934	-4.610705	-8.7078285	DifEn
Sowahb	5	93041123	93045022	-	-3.4754908	2.495727	-0.3366571	DifEn
Naa11	5	97382224	97392330	-	-7.327934	0.2768203	-6.2338977	DifEn
Fgf5	5	98254184	98277030	+	4.0039787	7.082346	3.5041947	DifEn
1700007G11Rik	5	98329354	98801910	+	0.39392522	4.203076	0.6921019	DifEn
Bmp3	5	98854439	98880960	+	-7.327934	-0.20471267	-8.7078285	DifEn
A930011G23Rik	5	99297244	99729065	-	-7.327934	2.5206375	-2.4897363	DifEn
Mapk10	5	102907948	103211334	-	-0.07789837	4.7486053	-1.7484708	DifEn
Aff1	5	103692374	103855322	+	4.772802	6.3843555	4.2790403	DifEn
Gm17660	5	104070064	104077608	-	-4.1759305	1.4978194	-2.6731825	DifEn
Barhl2	5	106452514	106458440	-	-7.327934	-4.932633	-8.7078285	DifEn
Vmn2r14	5	109215502	109224622	-	-7.327934	-4.932633	-8.7078285	DifEn
Gm15736	5	113644963	113645682	+	-7.327934	-4.610705	-8.7078285	DifEn
Gm13825	5	114968823	114971400	+	-7.327934	-3.932633	-8.7078285	DifEn
Unc119b	5	115122550	115134975	-	6.4869604	7.631635	6.6822805	DifEn
C330018A13Rik	5	116123614	116129110	+	-7.327934	-3.125278	-8.7078285	DifEn
Ccdc60	5	116124641	116288985	-	-2.4754908	2.9159899	0.86413455	DifEn
Gm16064	5	119646134	119659262	+	-7.327934	-3.932633	-8.7078285	DifEn
Iqcd	5	120589016	120607114	+	0.7898539	3.5830667	-0.46836284	DifEn
AC125183.1	5	120628335	120634235	-	-2.7164989	1.6709932	-2.3463721	DifEn
Oas1d	5	120914536	120921652	+	-0.8540023	4.7846146	-2.5785456	DifEn
Aldh2	5	121566027	121593824	-	5.305112	6.4209275	5.7248	DifEn
Tctn1	5	122241287	122264460	-	2.469728	4.896693	2.0762608	DifEn
1500011H22Rik	5	122364580	122372364	-	4.1722445	5.713025	4.455227	DifEn
Ift81	5	122550204	122614518	-	4.289126	6.912269	4.841849	DifEn
Morn3	5	123035769	123047016	-	-4.5909677	3.255956	-3.0963938	DifEn
Lrrc43	5	123489325	123508205	+	-7.1759305	4.3498764	-3.4265428	DifEn
Tctn2	5	124598749	124627738	+	4.527973	6.321657	4.2865243	DifEn
Dnahc10	5	124725085	124834308	+	-5.5909677	3.7039914	-2.2159755	DifEn
Stx2	5	128984557	129008574	-	2.1991088	5.276211	2.6687791	DifEn
Gbas	5	129725063	129758327	+	4.061877	5.6499796	4.233708	DifEn
Rhbdd2	5	135632618	135646448	+	5.3934507	6.539931	5.92307	DifEn
Orai2	5	136147464	136170656	-	-4.854002	3.0288167	-0.8763455	DifEn
Rabl5	5	136908150	136913244	+	3.8519757	5.991994	4.538252	DifEn
Pilra	5	137821952	137836268	-	1.1772163	3.8859491	0.24183583	DifEn
Pilrb1	5	137852147	137858049	-	-7.327934	1.995145	-6.9708633	DifEn
Pilrb2	5	137865829	137871758	-	-5.5909677	2.2272382	-6.2338977	DifEn
Cyp3a13	5	137892932	137921619	-	-7.327934	0.7608538	-5.096394	DifEn
Gpr30	5	139423151	139427800	+	-5.1759305	2.4315016	-4.648935	DifEn
Iqce	5	140661827	140702378	-	2.8422697	5.3926725	3.41464	DifEn
Spdyb	5	143216316	143226890	-	-7.327934	-4.932633	-8.7078285	DifEn
4930448H16Rik	5	143227718	143234748	+	-7.327934	-3.3476706	-8.7078285	DifEn
Rsph10b2	5	143933035	143985719	+	-0.90914387	4.011347	-1.1128821	DifEn
BC028471	5	149367636	149393596	+	-7.327934	-4.610705	-8.7078285	DifEn
Tfpi2	6	3962594	3968375	-	-7.327934	1.7003622	-1.9559127	DifEn
Gm20617	6	6456189	6484487	-	-7.327934	-4.125278	-8.7078285	DifEn
Gm20685	6	6483022	6508616	+	-7.327934	-2.0746522	-8.7078285	DifEn
Tmem106b	6	13069759	13089269	+	4.399136	6.1231575	4.100152	DifEn
Tfec	6	16833381	16898441	-	-7.327934	1.4596844	-4.748471	DifEn
Cadps2	6	23262773	23839421	-	0.37096405	4.0475063	0.42145428	DifEn
Rnf133	6	23648869	23650305	-	-7.327934	-3.932633	-8.7078285	DifEn
Iqub	6	24444865	24515067	-	-2.5320742	6.495727	-2.9119694	DifEn
Lmod2	6	24597771	24605414	+	-7.1759305	-4.932633	-8.7078285	DifEn
1700023L04Rik	6	29985329	29993776	+	-3.4754908	3.7625952	-3.6016293	DifEn
Gm13855	6	34179232	34186392	+	-7.327934	-4.932633	-8.7078285	DifEn
Slc13a4	6	35267957	35308131	-	2.6959748	6.529869	2.3137681	DifEn
Fam180a	6	35312746	35326141	-	-7.327934	-0.68470556	-8.7078285	DifEn
Zc3hav1	6	38305286	38354603	-	2.5434582	5.3691487	4.5811653	DifEn
Ttc26	6	38381469	38427647	+	4.3068776	7.071236	4.4023643	DifEn
Tas2r108	6	40493592	40494485	+	-7.327934	-1.8033502	-8.7078285	DifEn
Moxd2	6	40878794	40887494	-	-7.327934	-4.125278	-8.7078285	DifEn
Gm4744	6	40948463	40951826	-	-7.327934	-4.610705	-8.7078285	DifEn
Gm5771	6	41392356	41397256	+	-5.5909677	1.5632218	-4.468363	DifEn
Prss1	6	41458932	41463786	+	-7.327934	2.1280627	-8.7078285	DifEn
Trpv5	6	41652770	41680723	-	-7.327934	-4.125278	-8.7078285	DifEn
Tmem176b	6	48833811	48841374	-	3.3728914	5.688274	3.4919798	DifEn
Svs1	6	48986861	48991725	+	-7.327934	2.3481378999999998	-0.774466	DifEn
Npy	6	49822710	49829507	+	-7.1759305	2.8779385	-6.5558257	DifEn
Gm15055	6	52102949	52112532	+	-6.1759305	2.4138806	-4.096394	DifEn
Scrn1	6	54505890	54566489	-	-6.1759305	3.002532	-1.3660011	DifEn
Fkbp14	6	54577604	54597344	-	2.2313373	4.7486053	4.0073705	DifEn
Plekha8	6	54595111	54645839	+	5.227082	6.820165	5.905718	DifEn
Vmn1r15	6	57258149	57259048	+	-7.327934	-3.932633	-8.7078285	DifEn
Fam13a	6	58932090	59024549	-	1.2711529	5.162764	1.3313949	DifEn
Gm1070	6	71293765	71302718	+	-7.327934	-0.17774564	-8.7078285	DifEn
Cd8a	6	71373427	71379171	+	-2.783613	3.0201082	-5.233897	DifEn
Tmem150a	6	72355447	72359762	+	2.2628615	4.5009522	3.0694265	DifEn
Dnahc6	6	73017606	73221651	-	-3.590968	3.842977	-3.970863	DifEn
Reg3a	6	78380709	78383839	+	-7.327934	-4.610705	-8.7078285	DifEn
1700003E16Rik	6	83156404	83162975	+	-3.0060053	6.004373	-0.5445984	DifEn
Tet3	6	83362373	83441678	-	4.8289924	6.4514756	4.5440154	DifEn
Noto	6	85423886	85429602	+	-2.3685756	8.942516	-2.4060786	DifEn
Cml5	6	85817221	85820972	-	-7.327934	-2.0746522	-8.7078285	DifEn
Anxa4	6	86736840	86793584	-	3.1739037	5.6983166	2.3630376	DifEn
1810020O05Rik	6	87675593	87690847	-	-7.327934	-4.932633	-8.7078285	DifEn
BC048671	6	90301219	90305449	+	-7.327934	-4.932633	-8.7078285	DifEn
Ccdc37	6	90403736	90428797	-	-5.1759305	0.91285694	-3.6489348	DifEn
Wnt7a	6	91363981	91411363	-	-2.590968	3.7468472	-2.016667	DifEn
Lrig1	6	94604529	94700158	-	3.849209	6.205959	4.576031	DifEn
Eogt	6	97110024	97149182	-	0.9273574	4.298588	3.284559	DifEn
Frmd4b	6	97286867	97617541	-	2.9814167	5.3765593	2.8824465	DifEn
Chl1	6	103510876	103733035	+	-3.4754908	1.0446467	-4.970863	DifEn
5031434C07Rik	6	112285857	112288837	-	-7.327934	-4.932633	-8.7078285	DifEn
Cidec	6	113424634	113435760	-	-7.327934	1.1334561	-8.7078285	DifEn
Irak2	6	113638467	113695009	+	-3.716499	1.7184186	-1.7484708	DifEn
Timp4	6	115245616	115251849	-	-7.327934	2.6857524	-0.43688464	DifEn
Ift122	6	115853470	115926699	+	4.9864607	6.677238	4.973239	DifEn
Ret	6	118151748	118197744	-	0.29167506	4.373429	3.153689	DifEn
Ninj2	6	120093350	120200339	+	-0.7665395	3.389295	0.50216603	DifEn
Grcc10	6	124739183	124741374	-	6.180521	7.965165	6.747741	DifEn
Atn1	6	124739189	124756524	-	6.0533385	7.6872425	6.603178	DifEn
Lrrc23	6	124769863	124779727	-	-1.4754908	5.531913	-5.5558257	DifEn
Vwf	6	125546774	125686679	+	-3.4754908	1.5431002	-3.0963938	DifEn
Gm15862	6	128381584	128399740	-	-7.327934	-2.1777456	-8.7078285	DifEn
BC048546	6	128539822	128581606	-	-7.327934	-2.0257425	-8.555826	DifEn
Clec1b	6	129397297	129409335	+	-7.327934	0.8682668	-3.1982737	DifEn
Cdkn1b	6	134920401	134925513	+	4.2450824	6.1581407	4.648134	DifEn
Gprc5a	6	135065651	135084709	+	-0.986106	4.6546755	-2.2338977	DifEn
Emp1	6	135362931	135383173	+	-7.327934	3.8230891	-1.6489351	DifEn
Plbd1	6	136612070	136661928	-	0.27528068	3.9159899	2.0187678	DifEn
Gucy2c	6	136697285	136781765	-	-3.590968	1.2120252	-5.3859005	DifEn
Slco1a6	6	142085761	142208521	-	-7.327934	-4.610705	-8.7078285	DifEn
Slco1a5	6	142234227	142322981	-	-6.1759305	-1.5063684	-8.7078285	DifEn
Kcnj8	6	142564939	142571356	-	-7.327934	-4.125278	-8.7078285	DifEn
Abcc9	6	142587862	142702274	-	-4.5909677	0.5511826	-5.233897	DifEn
St8sia1	6	142821545	142964452	-	-1.2217342	1.9742575	-2.327007	DifEn
4933425H06Rik	6	144672868	144693834	+	-7.327934	-4.932633	-8.7078285	DifEn
Ifltd1	6	145365134	145614319	-	-7.327934	-2.2887769	-8.7078285	DifEn
1700049E15Rik	6	147690241	147702374	+	-7.327934	-4.932633	-8.7078285	DifEn
4833442J19Rik	6	149139849	149151171	+	4.1533055	5.8642178	3.6828778	DifEn
Tmc4	7	3665790	3677524	-	3.9946208	5.5123816	3.3574378	DifEn
Tnni3	7	4518305	4524229	-	-0.48942995	3.6103988	-0.4317044	DifEn
6030429G01Rik	7	4522933	4532453	-	1.5889412	5.5617223	0.5734573	DifEn
Gm15873	7	4526536	4528184	+	-1.1986505	2.4703789	-2.3660011	DifEn
Sbk2	7	4957081	4964348	-	-7.1759305	0.90025693	-4.3859005	DifEn
Sult2a3	7	14067452	14123044	-	-7.327934	-4.610705	-8.7078285	DifEn
Psg29	7	17203477	17215756	+	-7.327934	-3.0257423	-8.7078285	DifEn
Psg25	7	18519704	18532227	-	-7.327934	-0.72317976	-8.7078285	DifEn
Psg20	7	18674107	18686185	-	-7.327934	-4.610705	-8.7078285	DifEn
Nanos2	7	18987524	18988962	+	-7.327934	-4.610705	-8.7078285	DifEn
Eml2	7	19176421	19206482	+	3.7181294	5.3654294	2.7559228	DifEn
Apoc2	7	19671579	19681423	-	-3.8540022	5.5301247	0.41284117	DifEn
Apoc1	7	19689484	19692658	-	2.2793968	4.0722895	1.240214	DifEn
Apoe	7	19696109	19699166	-	7.410733	10.379478	7.814538	DifEn
Pvrl2	7	19716644	19749573	-	6.6310225	7.8929224	6.3786488	DifEn
2210010C17Rik	7	19937305	19950743	-	-1.6523685	3.854453	-0.774466	DifEn
Vmn1r183	7	24054772	24055691	+	-7.327934	-4.610705	-8.7078285	DifEn
Cyp2b13	7	26061495	26096196	+	-7.327934	-3.125278	-8.7078285	DifEn
Cyp2g1	7	26808927	26821197	+	-7.327934	-3.3476706	-8.7078285	DifEn
Cyp2a12	7	27029090	27036807	+	-7.327934	-3.0257423	-8.7078285	DifEn
Adck4	7	27233023	27262252	+	2.7459106	5.2550282	2.46446	DifEn
Pld3	7	27532000	27553218	-	4.7927365	6.393656	4.5716853	DifEn
Gm10935	7	28099660	28102487	-	-7.327934	-4.125278	-8.7078285	DifEn
Plekhg2	7	28359604	28372599	-	4.460694	5.6616917	5.2111173	DifEn
Kcnk6	7	29221928	29232522	-	-3.8540022	1.8487266	-1.7229358	DifEn
Nphs1as	7	30462164	30465591	-	-7.327934	-1.6472309	-8.7078285	DifEn
Fxyd3	7	31068172	31076704	-	-7.327934	0.98623013	-3.2338974	DifEn
Gm4684	7	31703779	31705754	-	-7.327934	-1.6847056	-8.7078285	DifEn
Ccdc123	7	35397035	35438689	+	5.2072334	6.5187063	5.4661083	DifEn
Slc7a9	7	35449037	35466036	+	-1.3430405	3.6551445	-0.25661767	DifEn
Dpy19l3	7	35685165	35754454	-	3.527108	5.5154834	3.6508834	DifEn
Gm16387	7	39256571	39264481	-	-7.327934	-3.932633	-8.7078285	DifEn
Vmn2r58	7	41836881	41872670	-	-7.327934	-4.610705	-8.7078285	DifEn
Gm17067	7	42705469	42727017	-	-1.2690399	2.9636993	1.7179699	DifEn
Josd2	7	44467980	44471652	+	3.5822926	5.558719	4.021367	DifEn
Mtag2	7	45366163	45367948	+	-7.327934	1.6181138	-4.163508	DifEn
Lhb	7	45418353	45421854	+	-7.1759305	6.1556582	-2.6016293	DifEn
Ccdc114	7	45924072	45948956	+	2.6975136	6.0742188	1.6228391	DifEn
Tph1	7	46647130	46672537	-	-7.327934	2.0813873	-2.4683628	DifEn
Mrgprx2	7	48478619	48499270	-	-7.327934	-4.932633	-8.7078285	DifEn
Dbx1	7	49631499	49636849	-	-7.327934	-2.1252782	-8.7078285	DifEn
Slc6a5	7	49910146	49963856	+	-7.327934	-3.3476706	-8.7078285	DifEn
Gabrg3	7	56716465	57387188	-	-5.5909677	1.1758914	-6.2338977	DifEn
AC119271.1	7	68618456	68620005	+	-7.327934	-2.0746522	-8.7078285	DifEn
Akap13	7	75455534	75754609	+	5.5344453	6.531402	5.5780387	DifEn
Mfge8	7	79133769	79149060	-	4.10542	6.5406923	5.1938343	DifEn
Abhd2	7	79273201	79365508	+	4.1821713	6.4012213	4.9859967	DifEn
Cib1	7	80227156	80232813	-	5.107447	6.5106993	5.1332984	DifEn
Ttll13	7	80246376	80260821	+	-2.1759305	2.0532088	-2.1464345	DifEn
Alpk3	7	81057600	81105612	+	-2.2690399	2.738023	1.0403641	DifEn
Fam154b	7	82632960	82648528	-	1.5383149	5.4991255	1.7717271	DifEn
1700026D08Rik	7	83774101	83794880	-	-7.327934	5.447016	-4.855386	DifEn
Ctsc	7	88278085	88310888	+	4.328392	8.138285	4.9926353	DifEn
Ccdc81	7	89866148	89903629	-	-7.327934	2.1172154	-4.855386	DifEn
Ankrd42	7	92581723	92637142	-	3.0212862	5.3394136	3.6560626	DifEn
Wnt11	7	98835112	98855195	+	-5.5909677	1.0157341	-1.8143587	DifEn
Olfr520	7	99735145	99736095	+	-7.327934	-4.125278	-8.7078285	DifEn
Xrra1	7	99859218	99917824	+	-3.3685756	2.8155599	-1.6016294	DifEn
Dnajb13	7	100503018	100514960	-	-4.3685756	7.1554923	-1.1982738	DifEn
Stard10	7	101317086	101346626	+	2.4929545	4.9097176	1.744527	DifEn
Folr1	7	101858331	101870788	-	-0.47549066	4.5766473	-1.47901	DifEn
Chrna10	7	102111266	102116713	-	-7.327934	-4.125278	-8.7078285	DifEn
Olfr547	7	102534749	102535688	+	-7.327934	-4.932633	-8.7078285	DifEn
Olfr573-ps1	7	102941688	102942575	-	-7.327934	-3.0257423	-8.7078285	DifEn
Hbb-bh1	7	103841636	103843164	-	-7.327934	-4.125278	-8.7078285	DifEn
Olfr66	7	103881306	103882241	-	-7.327934	-4.125278	-8.7078285	DifEn
Olfr652	7	104564152	104565212	+	-7.327934	-3.125278	-8.7078285	DifEn
Dub3	7	104768160	104777470	-	-7.327934	-0.8241086	-8.7078285	DifEn
Dub1	7	104857009	104862667	+	-7.327934	-4.610705	-8.7078285	DifEn
Olfr689	7	105313982	105315057	+	-7.327934	-4.932633	-8.7078285	DifEn
Olfr691	7	105336746	105337714	-	-7.327934	-3.125278	-8.7078285	DifEn
Hpx	7	105591613	105600116	-	-2.3685756	1.6372225	-2.8279052	DifEn
Tpp1	7	105744847	105752207	-	5.8223076	6.5989923	5.614647	DifEn
Ppfibp2	7	107595051	107748582	+	0.30788535	4.0708847	-0.46836284	DifEn
Olfr504	7	108564837	108565793	-	-7.327934	-2.2887769	-8.7078285	DifEn
1700095J03Rik	7	109438618	109444893	+	-7.327934	1.1062859	-5.233897	DifEn
BC051019	7	109712181	109723850	-	-1.3179495	2.1914883	-3.163508	DifEn
Syt17	7	118381856	118443552	-	-1.44801	1.722003	-2.2890391	DifEn
Gp2	7	119442544	119459272	-	-7.327934	-2.2887769	-8.7078285	DifEn
Dnahc3	7	119922717	120095177	-	-7.327934	2.3200324	-3.5558255	DifEn
Vwa3a	7	120739557	120805742	+	-2.0466473	4.2895584	-0.6250883	DifEn
Gsg1l	7	125878419	126082411	-	-7.1759305	-0.8665439	-8.7078285	DifEn
Gm166	7	127582384	127588595	-	3.1871092	6.215685	3.236558	DifEn
Btbd16	7	130774069	130825897	+	-7.327934	0.23729196	-8.555826	DifEn
Chst15	7	132235780	132317228	-	1.1414821	5.0606594	1.5289826	DifEn
Mmp21	7	133674270	133680061	-	-7.327934	0.50199515	-8.7078285	DifEn
Fank1	7	133776861	133881532	+	-7.327934	3.607495	-2.4683628	DifEn
4930544L04Rik	7	135396342	135399544	+	-7.327934	0.52679855	-8.7078285	DifEn
Jakmip3	7	138940730	139031950	+	-7.327934	-1.3476706	-8.7078285	DifEn
9330101J02Rik	7	139638778	139683817	-	-7.327934	4.44512	-5.233897	DifEn
Kndc1	7	139894696	139941537	+	-1.2217342	3.918335	-1.0322636	DifEn
6430531B16Rik	7	139972303	139978755	-	-0.6523685	4.2132993	-2.1464345	DifEn
Olfr524	7	140201743	140202800	-	-7.327934	-3.610705	-8.7078285	DifEn
Scgb1c1	7	140845565	140846768	+	-7.327934	-4.610705	-8.7078285	DifEn
Lrrc56	7	141194157	141210055	+	3.149375	6.9582014	2.80995	DifEn
C330021F23Rik	8	3567990	3584939	+	3.7421873	5.1117610000000004	3.0616417	DifEn
Ctxn1	8	4257648	4259274	-	4.804566	6.47636	4.642926	DifEn
Efnb2	8	8617434	8660773	-	6.000398	7.193829	5.8680124	DifEn
Col4a1	8	11198423	11312826	-	5.0212865	6.8753257	6.2398586	DifEn
F10	8	13037308	13056676	+	-7.327934	2.9832466	-0.21597569	DifEn
Gas6	8	13465374	13494535	-	2.139219	5.199224	1.9430236	DifEn
2610019F03Rik	8	13952009	13975032	-	2.1278503	4.7420006	2.3412635	DifEn
Myom2	8	15057653	15133541	+	-2.8540022	3.5572147	-0.10874241	DifEn
Nek5	8	22073616	22125053	-	-7.327934	4.274381	-3.6978447	DifEn
1700041G16Rik	8	22808275	22808732	+	-7.327934	-2.1777456	-8.7078285	DifEn
Sfrp1	8	23411502	23449632	+	7.237433	8.256496	7.3537626	DifEn
1810011O10Rik	8	24437616	24438946	-	-2.2690399	2.7184186	1.0291369	DifEn
Adam32	8	24836140	24948804	-	-5.5909677	1.247276	-2.8279052	DifEn
Kcnu1	8	25849623	25937933	+	-7.327934	0.8355512	-5.9708633	DifEn
Zfp703	8	26977336	26981461	+	0.59225386	4.2991877	2.4720802	DifEn
Erlin2	8	27023799	27039433	+	5.324911	6.481391	5.74281	DifEn
Tmem66	8	34154563	34170845	+	5.358372	7.122141	6.080969	DifEn
Dusp4	8	34807297	34819894	+	3.3996089	5.8550653	5.1468883	DifEn
Tusc3	8	39005867	39165112	+	5.0591865	6.476625	5.386414	DifEn
Mtus1	8	40990914	41133726	-	1.0188264	5.55219	-0.32220596	DifEn
B430010I23Rik	8	41017468	41024216	+	-2.9280028	2.0701818	-5.748471	DifEn
Adam26b	8	43519864	43528137	-	-7.327934	-4.610705	-8.7078285	DifEn
Adam26a	8	43568278	43576707	-	-7.327934	0.26703924	-8.7078285	DifEn
Fam149a	8	45336717	45382291	-	2.2814505	4.738908	3.1614223	DifEn
Ccdc110	8	45934619	45944145	+	-7.327934	-1.3476706	-8.7078285	DifEn
1700029J07Rik	8	45953606	45975252	-	0.5245093	4.9108953	2.127169	DifEn
Helt	8	46292050	46294671	-	-7.327934	-2.1252782	-8.7078285	DifEn
Mfap3l	8	60632827	60676729	+	0.9008851	4.0417814	2.6771948	DifEn
Nek1	8	60993195	61131346	+	5.8574924	6.614382	5.4937677	DifEn
Tll1	8	64014770	64205993	-	-6.1759305	1.6065257	-1.5900414	DifEn
Mast3	8	70778117	70792433	-	1.6346413	4.3711476	1.9588884	DifEn
Nxnl1	8	71560556	71566649	-	-7.327934	-3.3476706	-8.7078285	DifEn
Ap1m1	8	72240018	72257385	+	5.611156	7.147685	6.4865174	DifEn
Ttc29	8	78213297	78394326	+	-7.327934	2.9936628	-4.5558257	DifEn
1700011L22Rik	8	79210430	79248583	-	-7.327934	-3.610705	-8.7078285	DifEn
Hhip	8	79966115	80058006	-	-1.1098412	2.730925	-0.78103864	DifEn
Gab1	8	80764434	80880479	-	2.5485833	5.148517	3.4878852	DifEn
2210011C24Rik	8	84010230	84011442	-	-4.3685756	2.4271164	-5.9708633	DifEn
Palm3	8	84021471	84030295	+	1.932594	4.898278	1.3808123	DifEn
Fbxw9	8	85060055	85067124	+	3.793456	5.7518964	3.9140706	DifEn
Sall1	8	89027248	89044162	-	6.230009	7.1877666	5.7586865	DifEn
Rpgrip1l	8	91217030	91313262	-	3.3929756	6.0117126	4.062789	DifEn
Ces1g	8	93302369	93337308	-	-7.327934	-4.932633	-8.7078285	DifEn
Ces5a	8	93499213	93535707	-	-7.327934	-4.932633	-8.7078285	DifEn
Ccl22	8	94745590	94751699	+	-7.327934	-0.47320145	-8.7078285	DifEn
Gpr56	8	94977109	95014208	+	1.241922	5.278038	1.7307321	DifEn
Ccdc135	8	95055103	95078141	+	-7.327934	5.443221	-4.855386	DifEn
Ccdc113	8	95534100	95558888	+	-7.327934	3.6994534	-8.7078285	DifEn
Prss54	8	95559133	95575455	-	-7.327934	-1.5750811	-8.7078285	DifEn
Car7	8	104534700	104550343	+	-1.0466474	4.009148	-1.2797012	DifEn
Lrrc36	8	105413571	105464086	+	-4.3685756	2.4510713	-4.5558257	DifEn
Tppp3	8	105467493	105471526	-	-0.26903987	8.162888	-0.055979766	DifEn
Hsd11b2	8	105518746	105523984	+	2.0861642	4.9708724	2.6956568	DifEn
Tsnaxip1	8	105827744	105844676	+	-1.590968	3.4238188	-1.5114315	DifEn
Lcat	8	105939551	105943382	-	-2.1315362	1.3247547	-3.3463724	DifEn
Slc12a4	8	105943590	105966115	-	2.3786583	4.898674	3.2746897	DifEn
Gm16208	8	107029675	107031188	-	-7.327934	-4.932633	-8.7078285	DifEn
Tmed6	8	107061484	107065644	-	-7.327934	1.375706	-4.970863	DifEn
Hp	8	109575130	109579172	-	-7.327934	1.9921794	-7.5558257	DifEn
Tat	8	109990437	109999803	+	-7.327934	1.2372919	-3.307898	DifEn
Calb2	8	110142539	110168206	-	-0.13153629	3.7969875	0.38375357	DifEn
Hydin	8	110266977	110610253	+	-1.5320742	3.1199348	-1.5114315	DifEn
Clec18a	8	111069498	111082088	-	-7.327934	-3.125278	-8.7078285	DifEn
Maf	8	115682942	115707794	-	-1.2690399	2.7148252	0.34504122	DifEn
Dynlrb2	8	116505015	116515896	+	-2.221734	6.7506905	-1.7484708	DifEn
1700030J22Rik	8	116969599	116978943	-	0.6882557	3.7477262	0.74109054	DifEn
Hsd17b2	8	117701946	117759029	+	-7.327934	0.089734785	-8.7078285	DifEn
Hsdl1	8	119561979	119575200	-	4.3338447	6.1578097	4.025375	DifEn
Cotl1	8	119809225	119840579	-	4.3387833	6.8931212	3.6071951	DifEn
Fam92b	8	120166397	120177466	-	-7.327934	0.10078984	-8.7078285	DifEn
Dpep1	8	123186235	123201810	+	-7.327934	-1.8451704	-8.7078285	DifEn
Gas8	8	123518835	123536649	+	4.832498	6.267959	4.96209	DifEn
Agt	8	124556534	124569706	-	-7.1759305	-0.76270807	-8.7078285	DifEn
Capn9	8	124576111	124618731	+	-7.327934	0.51031035	-8.7078285	DifEn
Dync2h1	9	6928503	7184446	-	5.465444	6.9276776	5.1341724	DifEn
Mmp12	9	7344381	7369499	+	-7.1759305	-4.610705	-8.7078285	DifEn
Mmp3	9	7445822	7455972	+	-7.327934	-3.610705	-8.7078285	DifEn
9230110C19Rik	9	8021672	8042823	-	3.5149405	6.328433	3.4923205	DifEn
Cntn5	9	9660891	10904775	-	-7.327934	1.8875458	-4.307898	DifEn
